-0.04500  0.15750
-0.11500  0.14250
-0.05500  0.11250
 0.08500  0.09750
-0.16500  0.08250
-0.15500  0.05250
-0.03500  0.05250
-0.01500  0.03750
-0.08500  0.03750
-0.10500  0.02250
-0.02500  0.02250
-0.15500 -0.00750
-0.12500 -0.00750
-0.01500 -0.00750
-0.13500 -0.02250
-0.18500 -0.05250
-0.05500 -0.03750
-0.11500 -0.05250
-0.20500 -0.05250
-0.05500 -0.08250
-0.07500 -0.08250
-0.15500 -0.09750
-0.13500 -0.09750
-0.11500 -0.14250
-0.01500 -0.15750
 0.00500 -0.15750
-0.12500 -0.18750
-0.04500 -0.18750
 0.01500 -0.18750
-0.09500 -0.20250
-0.05500 -0.21750
 0.05500 -0.21750
